"probeID" "CHROMOSOME" "START_POS" "END_POS" "X1.RV" "X2.AD" "X3.ES" "X4.GM" "X5.LD" "X6.VJ" "X7.DG" "X8.MM" "X9.LA" "X10.CB" "X11.BG" "X12.BC" "X13.VT" "X14.CJ" "X15.GG" "X16.DD" "X17.VV" "X18.JA" "X19.BF" "X20.CJ" "X21.DC"
"8301" "S-tag171193" 1 103634657 103634677 0.1875859 -0.34302 -0.2814091 -0.01147623 -0.09110261 -0.07510092 0.1910721 0.1225525 -0.4087977 -0.3205293 0.277419 0.3664155 -0.04676998 0.004934601 -0.1199591 0.06778907 0.4682887 0.07441583 -0.3356191 -0.7961205 0.2351121
"8401" "S-tag236006" 1 105288434 105288454 -0.6164484 -1.362688 -0.873565 -1.803443 -1.026672 -0.915709 -0.4546678 -0.4815304 -1.201019 -2.106481 -0.8109604 -0.6034083 -1.152225 -0.8354292 -1.751263 -1.969146 -1.100277 -1.044785 -0.7905728 -1.908418 -0.3628814
"8501" "S-tag054339" 1 106787317 106787337 -0.377079 -0.7912467 -0.8989193 -0.5104209 -0.8433878 0.03605693 -0.1487939 -0.0871689 -0.8005601 -0.9178743 0.1681518 0.0001799514 -0.6885759 -0.5437636 -0.3088107 -0.9560407 -0.0476073 -0.2424341 -0.2931475 -1.005232 0.07392451
"8601" "S-tag290925" 1 107886546 107886566 0.1128371 -0.4430179 -1.400671 -0.3589896 -0.438376 0.07451589 0.2010307 0.2471763 -0.4800439 -0.6021758 0.1698505 0.2763281 -0.6014751 -0.3797641 -0.2709947 -0.6523888 -0.09035673 -0.2908786 -0.1200793 -0.5702492 0.06872934
"8701" "S-tag144812" 1 108652454 108652474 0.3705867 -0.4371218 -0.2098537 -0.4624801 -0.07977149 0.473255 0.3354733 0.2277696 -0.2629175 -0.2941396 0.1291552 0.5227904 -0.3552392 -0.368531 -0.1504198 -0.08802764 0.3527091 -0.1451978 0.1520492 -0.6027498 0.383302
"8801" "S-tag317639" 1 110186563 110186583 -0.2625447 0.1587986 -0.03758083 0.5592457 -0.2707165 0.7615746 0.4497261 0.3600847 0.0829796 -0.244224 0.6909858 0.03845936 -0.0816305 0.09003943 -0.5892882 0.03248141 0.3881498 0.2080385 -0.467949 -0.05737645 0.2021329
"8901" "S-tag145599" 1 110996950 110996970 0.1575242 -0.5424539 -0.1971592 0.1021389 -0.4926047 0.4217421 0.1310775 -0.3377374 -1.054678 -1.086008 -0.1322869 -0.2652865 -1.419345 -0.3350599 -0.5643421 -0.3478714 -0.813907 -0.5088665 -0.3188448 -0.5006517 -0.5262398
"9001" "S-tag162113" 1 112385812 112385832 0.3633331 -1.307085 -0.1658603 -0.1092593 -0.253761 0.04331021 0.2391327 0.2472602 -0.9809369 -0.8596675 -0.2300141 -0.2299614 -0.7310401 -0.7511561 -0.2340865 -1.402355 0.1567069 -0.008480767 -0.1071824 0.1577693 0.3013573
"9101" "S-tag253815" 1 113770426 113770446 -0.2217407 -0.9729875 -0.8224223 -0.9229389 -0.8435029 -0.2690523 -0.3286856 -0.2277798 -0.8412241 -0.1579431 -0.06280769 -0.3471352 -1.351062 -0.7881497 -0.6047369 -0.7870809 -1.096031 -0.5143868 -0.6399809 -1.02531 -0.3505974
"9201" "S-tag300328" 1 114996112 114996132 0.3266108 -0.5171157 -0.4749251 -0.3773319 -0.4875011 0.1392838 0.1857852 0.1666208 -0.6063095 0.06740976 0.0127265 0.1977611 -0.740757 -0.5584607 -0.3172357 -0.05788425 -0.1214512 -0.122333 -0.3032683 -0.2578466 0.07353237
"9301" "S-tag310970" 1 115759393 115759413 0.1604497 -0.9415733 -0.9096239 -0.5882001 -0.6229432 0.1188386 -0.2632996 -0.3528915 -1.028805 -0.1851101 -0.2486785 0.1959989 -0.6035236 -0.6870048 -0.7325662 -0.01283454 0.1360652 -0.645977 -0.5668417 -0.6583492 -0.3683775
"9401" "S-tag295390" 1 117125453 117125473 0.3375476 -0.2023962 -0.09621724 0.6016134 -0.3388011 0.4200293 0.3617447 0.4887656 -0.08279769 0.4636351 0.4303299 0.3326386 -0.2257544 -0.08438765 -0.1451806 0.01040523 0.1254512 -0.5184525 0.1511023 -0.1255326 0.1501504
"9501" "S-tag062895" 1 118520042 118520062 -0.3555269 -0.646976 -0.7158354 -0.9605951 -0.3926216 0.5253502 0.0301979 0.06746672 -1.012217 0.374471 0.008816062 -0.1299278 -0.1432716 -0.1366005 0.0121034 -0.1474953 0.1361974 -0.1491953 -0.6827565 -0.5249982 -0.1871081
"9601" "S-tag179251" 1 119940918 119940938 0.2538024 -0.4067433 -0.2317128 -0.7526149 -0.5077351 0.1992015 0.3337172 0.05272 -0.6942151 0.07159656 0.009221363 -0.07019985 -0.8640988 -0.2510084 -0.2656377 0.3063061 -0.1197024 -0.4762577 -0.1895458 -0.4032001 -0.1895862
"9701" "S-tag255710" 1 120553372 120553392 -0.01057002 -0.7421386 -0.4275594 -0.4710945 -0.7862589 -0.1043053 -0.1996987 0.04991492 -0.8031313 0.01893497 -0.1648637 -0.2453386 -0.0787248 -0.6234407 -0.4452281 -0.1276839 -0.0410994 -0.1075122 -0.4820042 -0.6628008 -0.009024908
"9801" "S-tag177153" 1 145588184 145588204 -0.1753786 0.1191426 -0.23499 -0.2761146 -0.0951419 -0.2982692 -0.2032103 -0.256815 -0.1154883 -0.3103072 -0.13728 0.005170573 -0.11741 -0.2483981 -0.0366707 -0.4358696 0.0472341 -0.1060219 -0.1994728 0.4434037 -0.08182491
"9901" "S-tag201485" 1 147080180 147080200 -0.3004993 -0.421543 -0.07175533 0.1025096 -0.5297875 -0.7004241 -0.2927264 -0.1071903 -0.2771988 -0.6520093 -0.3917089 -0.2672588 -0.5482466 -0.2501574 -0.4961114 -0.3272893 0.4045388 -0.5917758 -0.242999 0.5152554 -0.309671
"10001" "S-tag201728" 1 149965170 149965190 0.5502331 0.09484889 0.4375964 0.6451983 0.1653303 0.3232809 0.2612615 0.3020391 0.2805369 -0.00306887 0.6963167 -0.01885252 0.8077015 0.183491 0.4365198 0.8104877 1.21983 0.3109801 0.4480056 0.8053386 0.4072248
"10101" "S-tag048142" 1 150847647 150847667 0.05194408 -0.06065835 0.1635053 -0.09626463 -0.449494 0.04161965 -0.3851799 0.1627417 -0.04646015 0.1145976 0.2595972 -0.3117606 0.05650358 -0.01029007 -0.529108 0.1099045 -0.7005276 0.4349973 0.5120456 0.5472947 -0.1565233
"10201" "S-tag071060" 1 151995555 151995575 -0.193066 0.03523006 0.008744065 0.3050576 -0.04147183 -0.3537428 -0.187026 0.1720941 0.05172319 -0.1563168 0.07644065 0.1318561 0.1143115 0.08731638 -0.08390093 -0.3027295 0.001109896 0.1525864 0.3662311 0.5368077 0.1208865
"10301" "S-tag251102" 1 153260711 153260731 0.1481263 0.3923785 0.4483082 0.01704693 0.2232106 0.1260376 0.1895661 0.3157116 -0.07696887 -0.05175572 0.06109903 -0.2373135 -0.02313499 0.2920899 0.2400724 -0.151526 -0.4112653 0.0178147 0.2940534 0.483597 -0.02283467
"10401" "S-tag070876" 1 154487926 154487946 -0.04683413 0.3151096 0.3678951 -0.4356781 0.09457602 0.2386885 0.05780146 0.2896084 0.1674973 -0.3897103 0.1293816 0.153473 -0.1322134 0.1653448 -0.3578813 0.1440903 0.3515911 -0.118274 -0.2399587 0.599023 0.2212725
"10501" "S-tag237276" 1 155790425 155790445 0.3021634 0.2794236 0.4083921 0.3560341 0.3722924 0.2238536 0.3861364 0.1355296 0.194833 0.5209418 0.3979323 0.3653165 0.2043682 0.3658698 0.3696672 0.3642188 0.3961975 0.1518744 0.06165868 0.5005172 0.176858
"10601" "S-tag061578" 1 156098620 156098640 -0.3294727 -0.3556054 -0.2446706 -0.2829128 -0.3113861 -0.3564894 -0.1691217 -0.1636478 -0.1896504 -0.508303 -0.01643411 -0.1436651 -0.04199776 -0.2353912 -0.3551804 -0.02742283 0.111397 -0.2518005 -0.5229754 0.06087337 -0.575299
"10701" "S-tag209598" 1 156925435 156925455 0.2348 0.2048346 0.2497956 0.08500144 0.2836836 0.1359766 -0.02947264 0.1054123 0.1243757 0.1876707 0.1532905 0.2666538 0.1890176 0.2907406 0.1950155 0.3024116 0.3887232 0.1500897 0.1163087 0.2114442 -0.01654297
"10801" "S-tag192214" 1 158158597 158158617 0.1500753 0.06955029 0.2896692 -0.1554479 -0.3205371 -0.01606854 0.259403 0.05073039 -0.06787544 -0.4541382 0.07723566 -0.3318978 0.04590937 0.02533994 0.2211261 0.5465813 0.4154732 -0.02419291 -0.07373321 0.2717023 -0.1919772
"10901" "S-tag140453" 1 159567813 159567833 0.2706793 0.08771712 0.521961 1.121362 0.06612015 0.3422054 0.6561316 0.8750444 0.5981966 0.8214494 0.8655167 0.03711847 0.4410466 0.5742509 -0.1246314 0.2807029 1.113622 0.4054086 0.6705799 1.355075 -0.1939114
"11001" "S-tag210057" 1 160902163 160902183 0.1388519 0.2114556 0.12373 0.0707437 0.403485 0.4690297 0.1565736 0.2027915 0.1904403 0.07100123 0.1068797 0.0964839 0.4616727 0.1143142 0.1678179 0.3822698 0.4855071 0.3736534 -0.0397065 0.5713219 0.1396935
"11101" "S-tag055429" 1 161962555 161962575 -0.1898498 -1.489524 -0.3941671 -0.3583451 -0.3211618 -0.3960265 -0.1669636 -0.4802515 -0.1635509 -0.3901015 -0.2906392 -0.6352605 -0.2554239 -0.400754 -0.1688385 -0.2221787 0.1500052 -0.198772 -0.4944204 0.1664135 -0.09790126
"11201" "S-tag245744" 1 163183944 163183964 -0.02915248 -0.1479739 -0.192997 -0.4738615 -0.5709265 -0.04702837 -0.3693607 0.06917614 -0.3856161 -0.2999698 -0.2606286 -0.310047 -0.2398964 -0.4606526 0.02496444 -0.3056735 0.1877632 -0.04050129 0.2416103 0.5687999 -0.3492198
"11301" "S-tag237747" 1 164536998 164537018 0.2031486 -0.2647087 -0.5086817 -0.7255766 -0.3848232 -0.2326519 -0.512902 -0.6654876 0.2128865 0.1331511 0.47771 0.3943249 -0.09954727 0.2950785 -0.06580404 0.5306693 -0.2439779 -1.034986 0.4788451 -0.5876817 0.1635403
"11401" "S-tag320092" 1 165410468 165410488 -0.06398471 -0.45948 -0.3446684 0.3750045 0.2881547 -0.3294499 -0.3035054 -0.1005028 0.2518648 -0.01973525 -0.02299513 0.6218656 0.1461542 -0.1842795 0.3940049 0.09670098 0.9760094 0.1522559 -0.1232902 0.3674765 -0.1069151
"11501" "S-tag205220" 1 166860471 166860491 0.636929 0.5704349 0.6140025 0.1885285 0.1357996 0.6012442 0.1545651 0.3488672 0.4692736 0.2264924 0.6277438 0.1759584 0.264709 0.4840913 0.2312085 0.676681 0.5597839 0.03840112 0.4477769 0.7255164 0.1513614
"11601" "S-tag126104" 1 168207297 168207317 -0.07443045 0.1048649 -0.1025691 -0.3322477 -0.0160835 0.06410754 0.05977787 0.1395955 -0.06068448 -0.2869291 0.1403477 -0.03508594 -0.1495373 0.1987481 0.09966417 -0.6226813 0.1529367 -0.2927611 -0.4673422 0.1825029 -0.1805869
"11701" "S-tag286642" 1 169568698 169568718 -0.2838398 -0.05031978 -0.2175678 -0.4549318 -0.3429498 0.01096298 -0.2453474 -0.4294102 -0.3917126 -0.2271821 -0.1567671 -0.3975582 0.05289067 -0.02899485 -0.5317233 -0.6530614 -0.3045556 -0.2200423 -0.5033728 0.3408783 -0.2010273
"11801" "S-tag194668" 1 170773031 170773051 0.2012648 0.1679356 0.02999059 0.1192893 0.08861522 0.04802512 0.2545621 0.2123401 0.367962 0.003238305 0.2162941 -0.05134234 0.3963314 0.07454626 0.1675441 0.3087834 0.2634983 0.03479949 0.3794472 0.3144905 0.2171832
"11901" "S-tag018984" 1 172083881 172083901 0.3290175 0.2878113 0.121652 -0.04879252 0.2013479 0.3342362 0.1051446 0.190702 -0.2707195 -0.1414706 -0.1432824 -0.4295839 -0.06681823 -0.3192408 0.3020589 0.1954443 0.3945984 0.08201382 0.2230775 0.1840514 0.2105102
"12001" "S-tag177873" 1 173473056 173473076 0.1307063 0.2181108 -0.1863763 0.3621246 0.113607 0.1718792 0.2768337 -0.1478602 0.2039762 0.1902666 0.1848584 0.2341033 -0.02174253 0.009846169 0.117631 -0.05376487 0.309134 0.05557249 0.1867489 0.7074533 0.04192749
"12101" "S-tag137613" 1 174928375 174928395 -0.2644437 0.1821234 -0.1147681 0.1384296 0.0005747992 -0.1030732 -0.1287552 -0.2292266 0.196802 -0.3838877 0.1097353 -0.2123725 -0.5574497 0.2864755 -0.1480644 0.1116136 0.6773065 -0.05116074 -0.05036815 0.3439972 0.2149213
"12201" "S-tag212718" 1 175991645 175991665 -0.389558 -0.06952906 -0.1053268 -0.3461886 -0.2895405 -0.05767323 -0.1752084 -0.6037401 -0.004857037 -0.3469084 -0.1989807 -0.08446898 -0.7862049 -0.3037042 -0.1763919 -0.5238714 -0.3310383 -0.09930942 -0.2031708 0.1301378 -0.03496296
"12301" "S-tag087287" 1 177041997 177042017 0.1668787 0.2009125 0.09382179 0.1966584 0.1484702 0.1423265 0.1881423 0.190584 0.1336661 0.04707075 0.1340737 0.238245 -0.582169 -0.03663665 0.2250102 0.1888812 0.4967992 -0.0101917 0.2187326 0.7164881 -0.09149574
"12401" "S-tag326972" 1 178476554 178476574 0.3077179 0.2323734 0.238163 0.2395862 0.1569405 0.4288171 0.1578185 0.1733447 0.09489091 0.2312205 0.3871773 0.1991841 0.3906822 0.2855641 0.07970036 0.2864221 0.54377 0.3073053 -0.07781836 0.3369981 0.435099
"12501" "S-tag180011" 1 179689532 179689552 -0.09710879 -0.3921044 0.10978 0.09465411 -0.2634021 -0.3382392 -0.06592873 0.072052 -0.01902619 -0.2027059 0.2591102 0.175993 -0.3257392 -0.4180627 -0.3011583 0.2892048 0.4191344 0.07092927 -0.180903 0.3814183 -0.2485717
"12601" "S-tag096652" 1 181116023 181116043 -0.08888372 -0.1848876 0.1512004 0.2515381 0.1062518 0.0476662 -0.1569581 0.4213274 0.2880102 0.156891 0.5415492 0.08142716 -0.4887627 -0.04803874 0.3277371 0.326553 0.2005934 -0.07609599 -0.03142121 0.2054249 -0.1182727
"12701" "S-tag010746" 1 182542081 182542101 0.1865551 0.05347767 0.1767255 0.1864004 0.0357256 0.04013763 0.2801921 0.2158965 0.2935488 -0.005747771 0.452168 0.3792816 -0.3930083 0.00352676 0.1058009 0.2735283 0.6164604 0.08747554 0.1998654 0.7211973 -0.07773748
"12801" "S-tag171959" 1 183667180 183667200 0.02089494 -0.244388 -0.225473 -0.02987672 0.01586099 -0.0614315 -0.1050476 -0.2620445 0.01999533 -0.04428619 0.5020749 0.1850181 -0.5791349 0.1038566 0.09780972 0.4392202 0.6285131 -0.1032191 0.02670212 0.7440645 -0.0902485
"12901" "S-tag236896" 1 184884590 184884610 -0.3501312 -0.06245851 0.05050177 -0.1067429 -0.262339 -0.0639971 -0.3863431 -0.3307157 0.03866413 -0.1204453 0.3821818 0.2334616 -1.698474 -0.1410891 -0.05957696 -0.6246601 -0.3859598 -0.09449854 -0.4376119 0.1803434 0.03014765
"13001" "S-tag148338" 1 186311842 186311862 0.06608637 0.1769414 0.4295412 0.436202 0.120593 0.1974807 -0.009518424 0.2535604 0.2787448 0.3770231 0.5468819 0.4224572 0.5974318 0.2110009 0.09718283 0.2298075 0.1657192 0.61229 0.3693858 0.3210574 0.1369189
"13101" "S-tag117630" 1 187155629 187155649 0.1247182 0.5374724 0.9198663 -0.8500583 0.435835 0.779019 0.4026422 0.626481 0.534264 0.2806447 0.5341579 0.7360978 -0.3755658 0.8808292 0.8062152 0.2918966 0.3688838 -0.3065776 -0.3481958 -0.2770703 0.6248659
"13201" "S-tag317210" 1 188452658 188452678 0.2360487 0.2409469 0.2807105 0.1967692 0.3016658 0.3323384 -0.08315066 0.2044334 0.2396366 -0.1074994 0.5394887 0.2606164 -0.2328443 0.5432753 0.4451955 0.3258195 0.258695 0.2391239 0.1932142 0.5810826 0.1418016
"13301" "S-tag023157" 1 190004990 190005010 0.4138411 0.4783018 -0.1942153 0.2545808 0.4524427 0.311865 -0.05118095 -0.1865199 0.4317951 0.3981747 0.8853979 -0.1419968 -1.043858 0.5969447 0.4298317 0.3386503 1.087149 0.1010207 0.505662 0.6937245 -0.1827075
"13401" "S-tag107249" 1 191475898 191475918 -0.2636962 0.213992 0.1388215 -0.005262018 0.0228208 -0.06432812 0.09214993 0.1177395 0.1093665 -0.2451206 0.2446865 0.2863084 -0.7920911 0.1650394 -0.2477013 -0.3547837 0.3060009 0.0412408 -0.1139558 0.7863776 0.1488414
"13501" "S-tag219235" 1 192980247 192980267 0.1407785 0.4082085 0.1336944 0.2135597 0.0975652 0.3196768 -0.02212084 0.1118497 0.04326673 0.1543703 0.5054777 0.09177006 -0.2557705 0.04193256 0.3431625 0.2082249 0.2139753 0.08429425 -0.1093555 0.125227 0.2277174
"13601" "S-tag043371" 1 194070750 194070770 -0.3408899 0.4512795 -0.08302135 0.2653745 0.07828661 -0.0939983 -0.4147546 0.1161472 0.03034781 -0.2360216 0.5691883 -0.4547814 -0.06677023 0.1543408 -0.1271299 -0.3497834 -0.2657413 -0.2866965 0.1574567 -0.05756918 -0.01387703
"13701" "S-tag246105" 1 195527078 195527098 0.2593598 0.3277942 0.05003265 -0.002564942 0.2649121 0.08645231 0.1600964 -0.04212976 0.2611147 -0.03996947 0.8348201 0.2516396 0.7668967 0.3401463 0.3112928 0.1826576 0.7603841 0.5132648 0.02643825 0.6083785 0.2371
"13801" "S-tag195173" 1 197050844 197050864 -0.1089206 -0.6627568 -0.07870847 0.1173627 -0.1892073 -0.05064832 -0.004092264 -0.2646919 -0.1455 -0.2081278 0.2049699 -0.383924 0.2598651 -0.1353927 -0.5129617 -0.2587101 -0.01266545 -0.02599818 -0.2561489 0.3264124 -0.4055497
"13901" "S-tag094442" 1 198455282 198455302 0.2825729 -0.4573638 -0.03535105 0.08465446 -0.2400987 -0.4019744 -0.2431835 -0.09282725 -0.1318264 -0.154556 -0.01597631 -0.08368922 -0.3888668 -0.2134517 -0.2142547 0.2267511 -0.1674641 -0.164315 -0.04815225 0.2940599 -0.09931075
"14001" "S-tag099656" 1 199916164 199916184 0.334944 0.1734381 0.2199172 0.3457095 0.1742207 0.4339613 -0.02803731 0.450166 0.2456411 0.3587946 0.5759691 0.1922949 0.6247022 0.2985832 0.1134214 0.4835803 0.4552099 0.414497 0.3106529 0.7022171 0.2017408
"14101" "S-tag176472" 1 201375658 201375678 -0.4318824 -0.3940115 -0.3581512 -0.358507 -0.3195011 -0.3273866 -0.1280978 -0.3428255 -0.5230665 -0.5068839 0.2174865 -0.4370313 -0.2073445 -0.6459904 -0.3794473 -0.1664917 -0.1228111 0.07587518 -0.01196769 0.1695315 -0.4757007
"14201" "S-tag185242" 1 202794787 202794807 0.6542669 0.4494818 0.526922 0.3204323 0.3969736 0.6732301 0.4493462 0.2923815 0.3458328 0.2796353 1.017021 0.6349313 0.6632557 0.4782447 0.5488771 0.8177199 0.5260097 0.3553763 0.2797269 0.6934406 0.3942173
"14301" "S-tag215475" 1 204081892 204081912 0.1099904 -0.07111488 0.2235799 -0.02398317 0.480727 0.08723095 0.0216479 -0.1593263 0.05266967 0.1045351 0.4902872 -0.1773148 -0.06176315 0.1214026 0.1164048 0.1043825 -0.532016 0.0009866836 -0.1526831 0.2782882 0.07310726
"14401" "S-tag110981" 1 204849035 204849055 0.03075049 -0.2085172 -0.1097793 -0.02048857 -0.3643278 -0.3586962 0.01833862 -0.1447793 -0.09743049 -0.4204808 0.2984021 -0.1339693 -0.2254343 -0.3303142 -0.1983638 -0.09882364 0.1098811 -0.2186719 -0.01276524 0.5058961 -0.3530045
"14501" "S-tag189398" 1 206234290 206234310 -0.3306378 -0.2134018 -0.05982654 -0.04114758 -0.2904575 -0.2209951 0.01327231 -0.2488852 0.02147334 0.1544608 0.359422 -0.06060513 0.1664952 0.0001619498 -0.04591465 -0.03332658 -0.03407253 -0.1054466 -0.1165483 0.2973439 0.05184763
"14601" "S-tag242909" 1 207937612 207937632 -0.186783 -0.06958145 -0.2218137 -0.5002293 -0.5626932 -0.4580905 -0.1413701 -0.06371147 0.2020978 0.1283521 0.4512479 -0.01365813 -0.4787289 -0.3477255 -0.5929197 0.1422473 0.321907 0.1270294 -0.1566118 0.6635597 -0.1079676
"14701" "S-tag303420" 1 209420098 209420118 0.2204449 0.4306018 0.2595041 0.1657376 0.2879457 -0.04396662 0.293752 -0.09513945 -0.01189449 0.06203018 0.3945678 0.03841633 0.0577297 -0.09617168 0.2667567 0.4165675 0.5635461 -0.1012834 0.06949336 0.3683227 0.1517001
"14801" "S-tag077586" 1 210731905 210731925 -1.053086 -0.2151061 -1.15968 -0.7680784 -0.1994093 -0.9708485 -1.059053 -0.02881048 0.06934926 0.167191 0.5571461 0.1102275 0.3687179 -0.8397751 -0.8726432 0.2275162 0.4248682 -0.267086 0.1947052 0.3017365 0.05117659
"14901" "S-tag289792" 1 212240063 212240083 -0.8070129 -0.2833568 -0.409796 -0.7373589 -0.3232718 -0.438028 -0.369994 -0.6000729 -0.6221028 -0.5668117 -0.07593734 -0.1850822 -0.5525284 -0.6208073 -0.3601054 -0.2399338 -0.2532513 -0.3384696 -0.3880971 -0.05595551 -0.1884826
"15001" "S-tag196207" 1 213555691 213555711 0.2030486 -0.03004476 0.1056267 -0.3145466 0.2093928 -0.4906471 -0.2952534 -0.05672077 0.0517855 0.05606694 -0.01616291 0.09083261 0.260096 0.2365924 0.1469052 0.3572347 -0.2022493 -0.1671559 -0.1343902 0.02718933 -0.215663
"15101" "S-tag182859" 1 214818846 214818866 0.1220547 -0.1182623 -0.02144489 -0.03329391 0.03684783 -0.08688745 0.09190708 -0.1176466 0.01789389 -0.3379524 0.3055075 -0.3877557 -0.5652746 -0.2173526 -0.1931829 -0.2684283 0.3262824 -0.1813517 0.0150643 0.5919601 0.07035897
"15201" "S-tag188565" 1 216179889 216179909 0.01625674 0.2546185 -0.2145151 -0.2071921 -0.01668173 0.1513081 -0.1809311 -0.2989565 -0.3164052 -0.2275032 0.2430372 -0.1739883 -0.1152179 -0.1815866 -0.08340194 -0.1611966 -0.2019706 0.006980114 -0.1804974 -0.09145063 0.1040005
"15301" "S-tag253344" 1 217429631 217429651 -0.05571545 -0.01456906 0.2471617 0.1524889 0.04059051 0.04567956 0.0361888 0.2018662 0.09436899 0.1423994 0.5667959 -0.3596633 -0.3484022 0.2081607 -0.12746 -0.1538759 -0.08096254 0.1622181 0.06336957 0.2916002 0.1373642
"15401" "S-tag241677" 1 218582841 218582861 -0.1399454 0.06454128 0.1961474 -0.2227415 -0.009491116 -0.1295446 0.07438562 0.06488677 -0.008340501 0.07602846 0.4654845 0.2872632 0.2129979 0.08065507 0.08342535 0.1756359 0.006838353 0.01441246 0.02214283 0.272497 -0.1540009
"15501" "S-tag257868" 1 219825554 219825574 0.1256128 -0.09771375 0.01757935 -0.1611296 0.1436268 0.08889272 0.06820492 0.159236 0.1535928 0.3366213 0.5295493 -0.2701602 -0.2258994 -0.06511759 0.01205577 -0.2806527 -0.05028793 0.1072085 0.1660679 0.591384 0.05599093
"15601" "S-tag213444" 1 221069370 221069390 -0.2574968 0.04474704 -0.0533376 0.05471395 0.08905764 -0.0667594 -0.1912827 -0.1105218 -0.179865 0.2443227 0.304655 -0.243944 0.2733661 -0.09379461 -0.08196766 -0.3976289 0.0070415 0.1258413 -0.09250043 0.35164 0.1982119
"15701" "S-tag283369" 1 222358563 222358583 0.1279378 0.05221033 0.1374409 0.2010296 -0.007983013 0.360258 0.08082712 0.01603191 -0.0980605 0.1038942 -0.7447586 0.09255952 0.04327221 0.08190696 0.3285288 0.3459581 -0.1269789 0.05413329 0.1877425 0.1818948 -0.02916678
"15801" "S-tag131536" 1 223905532 223905552 -0.8395889 0.2030478 0.1904552 -0.4575403 -0.2076571 0.1863534 0.1899614 -0.7030674 -0.6740353 -0.5837888 -0.8939164 -0.7140132 -0.5462897 0.1594949 -0.574311 -0.8891867 -0.7198529 -0.02101868 0.2484333 -0.5779117 0.03506169
"15901" "S-tag080864" 1 225520055 225520075 -0.01069857 -0.1838737 -0.07096127 -0.3068078 -0.1096936 -0.4836541 -0.2367185 -0.4122043 -0.1582814 -0.5349774 -0.5944599 -0.05616255 -0.5923241 0.1312318 0.3173516 0.1847675 -0.644242 -0.2984559 -0.2049921 0.06113752 -0.1323441
"16001" "S-tag131129" 1 226917898 226917918 0.087354 -0.06644595 -0.03687279 -0.364185 -0.08756268 -0.1239774 -0.2647268 -0.01025054 -0.2762308 0.1039747 -0.8020944 0.2419023 0.05480557 -0.3502899 0.1344486 0.408522 0.1693721 -0.1429069 -0.08286762 0.426908 -0.1859547
"16101" "S-tag072137" 1 227721710 227721730 -0.2619356 -0.2116659 -0.06617624 -0.4412537 -0.140192 -0.07815664 -0.0615976 -0.1642306 -0.1001247 -0.1507425 -0.3285206 -0.2809009 -0.5675775 -0.1461107 -0.003017697 -0.1245529 -0.6236302 -0.4851555 0.02845853 0.2569559 -0.1678265
"16201" "S-tag301831" 1 228793290 228793310 -0.5229463 -0.3660376 -0.1439611 -0.1373492 -0.4366012 -0.374547 -0.4913022 -0.1968752 -0.03347487 -0.09095036 -0.5806214 -0.7426554 -0.9471033 -0.6837852 -0.7446341 -0.4505922 -0.4621903 -0.1078881 -0.1672822 0.4252845 -0.3143911
"16301" "S-tag222863" 1 229738170 229738190 0.1063252 0.289446 0.1148513 -0.2458809 0.125984 -0.1697482 -0.08004323 0.1410786 -0.04637333 0.02089029 -0.2679074 0.4859322 0.2332788 -0.1660351 0.580397 0.7833198 1.052142 -0.1845052 -0.2232768 -0.06482806 -0.2787751
"16401" "S-tag269564" 1 231189818 231189838 -0.08599226 -0.07023976 0.1079582 -0.2110712 -0.06738961 -0.09628597 0.1289154 -0.02802745 -0.1609406 -0.1501458 -0.7314171 0.3004949 -0.09751778 -0.05978958 0.130276 0.09718075 0.0201888 -0.166062 -0.04574175 0.5320431 -0.06669302
"16501" "S-tag260986" 1 232650867 232650887 -0.2196258 -0.1414333 -0.4213257 -0.179852 -0.1507747 -0.3286285 -0.05483795 -0.07622472 -0.1291364 -0.1631046 -0.9402259 -0.5741499 -0.5379024 -0.1759984 -0.08515567 -0.3485461 -0.439009 -0.1075296 0.1611476 0.5213366 -0.1422342
"16601" "S-tag323300" 1 233823925 233823945 -0.01752271 0.07504341 0.2002829 0.329346 0.2360096 0.1802262 -0.03064665 0.04941441 -0.267862 -0.0002431828 -0.8681344 -0.002658148 0.2079871 0.06953342 -0.05600375 0.2202497 0.24954 0.2322665 0.1552874 0.6745199 0.1967645
"16701" "S-tag300748" 1 235315671 235315691 -0.1975978 -0.06778607 -0.1580246 -0.3450584 -0.2387681 0.1551294 -0.4897686 -0.5137132 -0.4964308 -0.2643741 -0.9412941 -0.1588068 -0.06029618 -0.1114113 -0.06478726 -0.1291729 -0.1993911 0.03064089 -0.3089465 -0.123829 -0.07290672
